id,comment,sentiment,comment_length,word_count,words_sentiment
2241,never make profit and here thing prop house of said another way make world just little bit bad,-1,155,30,-1
113,not driver almost crash car,-1,46,8,-1
2325,social news break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,173,22,0
3115,pro career woman hilarious call  girl hoe while of would let even driver smash,-1,134,23,0
853,break law dupe police and secretly lobby government leak reveal guardian,-1,116,15,0
3007,mind blow path global domination and agenda seem in need of scholarly push pay friendly academic produce favorable research adopt mantra as two figure put well ask for forgiveness than permission,-1,269,43,0
70,break law dupe police and secretly lobby government leak document show smartness,-1,121,14,0
2477,report lobby use stealth teach block scrutiny crypt not news,-1,104,13,-1
1173,and amazon similarly vulnerable disruption,-1,50,7,0
1234,break law dupe police and build secret lobbying operation leak reveal smarter,-1,115,14,0
302,whoa uber about go through thing,-1,73,10,0
151,funniest ever bow use  sleepy post thigh pic and my reply shit then yo neckband chaser show up and start talk cutesy shit and brain scream at reply with image and tell kiwi himself,-1,289,49,0
3191,uber melon musk of donate trumps,-1,64,9,0
2054,get last night minute ride mile i absolute daylight robbery please tell even make sense,-1,142,24,0
3060,break law dupe police and secretly lobby government leak reveal uber guardian,-1,125,17,0
239,macron resign and also indict for obstruction of governmental administration and collusion with lowlife founder for put unlicensed driver on street kill switch surely happen in my too,-1,247,33,0
1913,break law dupe police and secretly lobby government leak reveal guardian,-1,116,15,0
1083,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2574,speak driver now take full time driver rent teslas week cost of car amp gas drivers earn very little work uber send long way home extra mile in driver get as steamroll into france empanel macron true ally,-1,284,50,0
27,file massive leak reveal top politician secretly help be news thousand of leak file expose court top politician and far go avoid justice,-1,221,34,0
791,blockbuster reporting on illegal and sleazy activity of political power and still manage turn profit,-1,164,24,0
2237,break law dupe police and secretly lobby government leak reveal guardian break law dupe police and secretly lobby government leak reveal  live strong television network,-1,257,34,0
513,also interesting but completely unexplored in whose interest leak well serve seem discredit prominent western leader so might file guide cab hail firm ruthless expansion tactic,-1,278,41,0
2606,surprise guy slimy boss tell staff use kill switch during raid stop police see datum guardian,-1,158,25,0
800,break law dupe police and build secret lobbying operation leak reveal,-1,107,14,0
2494,campaign ex mama aide help sell firm world,-1,91,12,0
1370,after german chancellor loaf school mayor of hamburg at time push back against lobbyist and insist on pay driver minimum wage executive tell colleague real comedian,-1,223,37,0
1224,break law dupe police and secretly lobby government leak reveal move fast and break law maybe go jail,-1,153,22,0
46,if anyone still use or eat might want read or simply watch super pump on neon,-1,136,23,0
3014,great as top hold use opportunity scoop as many share as possible read report fuck report like stone tell people go stop order eat because of hmm think,-1,248,46,1
1304,far ,-1,63,5,0
2727,with light at end cause that make cleaning make sense guess,-1,101,20,0
293,lobby relax labor taxi law use stealth teach block scrutiny report say,-1,115,16,0
1453,file massive leak reveal top politician secretly help,-1,98,12,0
2080,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
666,leak docs reveal dubious tactic use conquer new market,-1,92,12,0
1037,report lobby use stealth teach block scrutiny,-1,84,10,0
2146,easy rich people pay off de and ring rep allow illegal flow in willing work for crap wage thus lower everyone wage question,-1,173,31,0
1270,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
1938,guardian break law dupe police and secretly lobby government leak reveal via ,-1,133,16,0
1998,break law dupe police and build secret lobbying operation leak reveal smarter,-1,115,14,0
688,file massive leak reveal top politician secretly help,-1,98,12,0
1147,avid cameroon lobby on behalf of in onion,-1,76,10,0
203,if true very disappointing hope u provide explanation and clear up not funny break law dupe police and secretly lobby government leak reveal,-1,214,30,-1
2117,report use stealth teach block scrutiny include kill switch deny authority access electronic evidence,-1,152,20,0
711,report lobby use stealth teach block scrutiny,-1,84,10,0
110,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
64,bolt and guy always get stick with client always hope for cash pay client,-1,101,18,0
872,break law dupe police and secretly lobby government leak reveal guardian,-1,116,15,0
215,in serious trouble,-1,52,6,0
1397,way driver hit gas then coast and hit gas and coasting actually annoying as hell put ya foot on gas,-1,142,28,0
2651,not surprised by break law dupe police and secretly lobby government leak reveal,-1,136,19,-1
2883,cape town driver cheeky  but get,-1,57,12,0
2317,file leak detail of political lobbying make timeshare worldwide,-1,116,15,0
2296,lobby use stealth teach block scrutiny report time of india,-1,101,14,0
2682,uber fucking scourge,-1,51,6,0
911,report lobby use stealth teach block scrutiny,-1,84,10,0
2890,mho criticism read about profitability per we that despite unprofitable business modify policy and make select ginormous gob of money see people might find that worthy of criticism of capitalism,-1,254,43,0
246,use so much that pay for ride,-1,72,12,0
1777,break law dupe police and build secret lobbying operation leak reveal smarter,-1,115,14,0
2878,change anything nope ,-1,73,8,0
1565,one membership say if delivery after estimate delivery time get i credit but see anyway contact about still wait for food,-1,163,30,0
3530,hate,-1,12,3,-1
1955,file  lobby sun govern  macron,-1,82,8,0
2662,and left just cab just car and turn if scale cab lot congestion get bad and still turn profit even flout ignore basically modern labor protection,-1,213,37,-1
971,evil company glad sell car and stop even acknowledge driver sacrifice job especially cruel die say give worker flexibility but actually profit off pal bankrupting and kill,-1,274,46,0
693,sound like communist service guarantee safety for passenger insurance amp way for honest citizen trust ghetto taxi ride hell possible rider better get car jacked amp throw at next corner,-1,255,44,0
2299,popular now break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,172,22,0
3499,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
1598,use secret tactic know as kill switch block law enforcement from access company datum during police raid leak document show,-1,173,25,0
3515,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
1740,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
1101,break law dupe police and secretly lobby government leak reveal guardian anyone think actually achieve legally sh,-1,198,27,0
1779,lobby politician use stealth technology block scrutiny report,-1,102,11,0
359,break law dupe police and secretly lobby government leak reveal traves  send love,-1,145,20,1
2369,as say try and refuse refund ask for phone number call,-1,104,23,0
3498,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2441,leak file show flout law dupe police and exploit violence against driver report,-1,128,16,0
627,break law dupe police and secretly lobby government leak reveal,-1,107,13,0
808,funny and left use work great and now change great lesson learn on effect or let free market thing vs result of over government regulate,-1,194,34,1
3114,oh god watch without read caption amp believe good chi costume holy shit,-1,160,24,1
1616,file guide cab hail firm ruthless expansion tactic,-1,106,14,0
575,break law dupe police and secretly lobby government leak reveal newspeak,-1,113,13,0
802,scam,-1,4,1,0
1211,hit kill switch use covert teach thwart government raid,-1,96,13,0
724,uber ultimate villain of capitalism,-1,43,7,0
1045,leak reportedly reveal battle with government taxi firm and labor law net,-1,112,15,0
1688,update driver racist a and talk shit about mama for minute straight but oddly nice go downtown and meet hell new people make new homie face card not decline so get free drink and food night drunk a and end,-1,299,55,0
248,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2630,leak reveal top politician secretly help,-1,74,8,0
1136,file  lobby sun govern  macron file  lobby govern,-1,118,15,0
1458,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2216,lobby politician break law in global push report say,-1,89,11,0
2894,file reveal or lobbying amp or effort recruit politician help in campaign disrupt e taxi industry compare that against biotech already spend in in us oppose teach legislation,-1,286,40,0
2348,bad thing about and left in one simple list  us,-1,100,16,-1
3026,because percent hind's not explode in crowd percent lot like ask thousand of people worried of bomb know one explode chant old after,-1,238,44,-1
1602,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
2022,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
529,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2077,in terrible shock,-1,55,6,-1
859,bad think treat driver like shit too,-1,56,11,-1
2171,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
1982,hit kill switch use covert teach thwart government raid coo,-1,106,15,0
731,instead of rethink disruption on life of mostly poor worker lead massive protest and even suicide leave in driver in harm decimate another group of driver,-1,187,32,-1
1409,well would dead if not support so would everything complain about plastic thingy in wallet true power hold,-1,158,30,-1
2427,perhaps car sharing would more socially optimal and sustainable solution original point but kill by so,-1,147,25,0
140,e commissioner newbie cross vital amp corrupt puppet of anti worker right at file massive leak reveal top politician secretly help,-1,192,27,0
172,file company write law work closely with  revelation come from document refer as file obtain by guardians and share with ice post,-1,245,34,-1
1682,non unionized taxi driver in canada suffer fate as left or similar business benefit training or up skill opportunity poverty wage fire for associate treat like garbage union avoid organize too hard embed to owners politician,-1,275,41,-1
3537,not like,-1,19,4,-1
1484,leak reportedly reveal battle with government taxi firm and labor law net,-1,112,15,0
705,file quite interesting read week macron and widen involve in allegedly illegal back room deal with executive,-1,172,25,0
2659,needle roe secretly lobby for tesla fa qi nix six pal six all all was stem at all day pen lug f mule in glue save ding jet no car able all uncle laid luck mom by me spy day can fortis and mob,-1,280,47,0
1240,break law dupe police and secretly lobby government leak reveal guardian,-1,140,16,0
2265,break law dupe police and secretly lobby government leak reveal guardian,-1,116,15,0
1528,leak company use covert teach thwart  raid under traves ,-1,107,14,0
286,file massive leak reveal top politician secretly help,-1,98,12,0
1667,file massive leak reveal top politician secretly help be news,-1,109,15,0
190,could consider tone deaf auto response not respond in way with relevancy topic raise and respond,-1,157,28,-1
2384,guardian break law dupe police and secretly lobby government leak reveal,-1,116,14,0
2231,and break law dupe police and secretly lobby government leak reveal,-1,106,13,0
1874,break law dupe police and build secret lobbying operation leak reveal smarter,-1,116,14,0
2932,close fridge less than point above year low leveraged violence against driver win favor over taxi  post,-1,177,27,-1
1858,hope everyone hear that drop break law dupe police and secretly lobby government leak reveal,-1,144,19,0
1498,dit,-1,20,4,0
1560,file massive leak reveal top politician secretly help,-1,98,12,0
1284,break law dupe police and secretly lobby government leak reveal guardian,-1,116,15,0
2112,hit kill switch regulator enter office only see computer go dark before eye,-1,130,18,0
1841,court politician help expand worldwide despite than legal status leak doc reportedly show,-1,165,19,0
2693,in bangle if book cab driver come and cancel trip in old and drop u at location with amount  moment,-1,170,32,0
15,maybe get job so not as much time dick on internet,-1,86,19,-1
2784,cab download so  be news file massive leak reveal top politician secretly help,-1,153,20,0
2113,leverage violent clash between driver and taxi worker pressure politician and win public sympathy in push for global expansion,-1,171,23,0
510,open smarter and read break law dupe police and build secret lobbying operation leak reveal here read on web tap here,-1,195,27,0
1429,i while french taxi driver stage sometimes violent protest in street against my macron now president on first name term with controversial boss traves  and tell would reform law in firm favor i ,-1,281,43,0
1850,eat beyond unreliable one cancel order and another with hour and half delay if meet expectation or enough driver then offer service bereft,-1,188,32,-1
521,break law dupe police and secretly lobby government leak document show smartness,-1,121,14,0
1357,call slumber then slumber,-1,45,9,0
1142,leak document reveal secretive relationship with top politician ,-1,117,12,0
1631,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
1514,deeply embarrassing revelation for macron as minister of finance go extraordinary length support lobby campaign help disrupt france close shop taxi industry epitomize in france job insecurity and casual labor,-1,278,37,-1
176,use secret tactic know as kill switch block law enforcement from access company datum during police raid leak document show,-1,173,25,0
1981,file,-1,39,4,0
1469,takeaway from  investigation   rich taxis regulator,-1,126,12,0
662,leak file reveal bare knuckle expansion tactic investigation,-1,95,9,0
1847,shit like never and never use be news file massive leak reveal top politician secretly help,-1,167,27,0
2411,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2426,very long thorough indictment of use only once as second passenger establish company by simply ignore law grossly unethical and seem very analogous event in recent political history,-1,254,39,0
3059, well nothing new matter of time before part or of information come light and hypocrite not deny and say that thing of past that today something else to,-1,222,43,-1
3519,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
2914,oh welcome year end list of year s big corporate crisis see in remember,-1,123,18,0
1259,break law dupe police and secretly lobby government leak reveal guardian of course ram manual brother involve ram school by canton for mama scumbag,-1,235,38,0
294,agree but argue that in place kind of need beg since regulation pretty vintage taxi driver and company hold insane amount of influence in end win fail disrupt market but at least stir thing little,-1,276,50,0
2661,wait tell way executive run biz not ethical moral legal shock great reporting by in on leak  ,-1,196,26,0
3140,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
218,use secret tactic know as kill switch block law enforcement from access company datum during police raid leak document show via technology,-1,214,28,0
1800,leak teach nothing new under capitalism politician always servant of big corporation,-1,125,20,-1
2875,so sorry six read day and see very vicious try out unleash misogynist and sick woman go along with wish well and send love six,-1,228,44,1
1637,use secret tactic know as kill switch block law enforcement from access company datum during police raid leak document show,-1,173,25,0
1466,jury b die  than confidential document leak guardian empanel macron secretly aid lobbying in france text reveal company use kill switch during raid stop police see datum,-1,262,40,0
1154,keep try make driver take route not exist house that damn alleyway exit not open for forever block off since move here year ago,-1,184,35,-1
945,lobby use stealth teach block scrutiny report time of india,-1,101,14,0
2365,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2508,file massive leak reveal top politician secretly help,-1,98,12,0
1094,rape,-1,19,5,0
269,file,-1,36,3,0
2703,guy old rapid not safe if of friend travel in kindly suggest avoid biz many driver harassment with passenger by demand money than estimate service never respond until now,-1,239,41,-1
1524,massive leak damn ex coo tell exec violence guarantee success doc break law dupe cop secretly lobbied goats et saw riff now coz traves go but not hold accountable for,-1,277,41,-1
771,leak file reveal bare knuckle expansion tactic investigation leak file reveal bare knuckle expansion tactic investigation acknowledge mistake but lay blame on previous leadership representational san,-1,265,29,0
124,file leak doc reveal company win access world leader cozier oligarchs and dodged taxis amid chaotic global expansion via g r e e,-1,186,26,0
2877,driver not normal get everything but ooh shame ,-1,75,12,-1
1635,leak document reveal secretive relationship with top politician fox business,-1,115,13,0
216,boss tell staff use kill switch during raid stop police see data smarter,-1,120,17,0
784,report lobby use stealth teach block scrutiny,-1,84,10,0
2955,woman really free taxi and for transportation at night there not price for just try get home without harass follow or bad,-1,169,28,-1
884,actually as former eat worker would take as many nearby gig as possible horde tip either from client or delivery pay percentage get not tip quit shit because big tip need for decent income but bereft lose money w not tip,-1,282,53,-1
3045,so yes text between brush away by that old coo but also aware of current lobbying fight different game,-1,159,29,0
1223,huge story on just realize by guardian just think could not get bad,-1,125,19,-1
1765,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
3076,break law dupe police and secretly lobby government leak reveal than confidential doc leak expose attempt lobby job widen loaf school and gorge borne secretly aid lobbying in france text reveal,-1,265,37,0
2168,if still use and casebook sorry say that part of problem hate on sure but know true,-1,152,28,-1
836,report lobby use stealth teach block scrutiny,-1,84,10,0
1026,or not afford live in rich people suburb that big user,-1,82,16,-1
243,alarm mama like  take si drop home and take car driver come for tomorrow sahib i range sport hiya  whole bloodline sell kidney repair,-1,262,44,0
746,break law dupe police and secretly lobby government leak reveal uber guardian,-1,123,17,0
1062,new report find detail ride share ape aggressively push into market around world lobby political leader relax labor and taxi law use kill switch cut access server and thwart regulator and use tactic ,-1,298,44,0
1738,file leak detail political lobbying make ride share global,-1,97,11,0
2804,interestingly current e transport commissioner v lean and cabinet meet separately with in term seek detail of discuss at meeting and present ,-1,242,35,0
2147,hit kill switch use covert teach thwart government raid ,-1,108,14,0
2705,shit,-1,17,3,0
1568,just tip of e corruption iceberg be news file massive leak reveal top politician secretly help,-1,152,23,0
1442,initial thought on file though definitely take sift through ice trove of over file executive summary of sort decidedly underwhelm particularly distortion of happen in rope,-1,279,41,0
2999,break law dupe police and secretly lobby government leak reveal file expose attempt lobby job widen loaf school and gorge borne empanel macron secretly aid lobbying in france text reveal,-1,272,37,0
1707,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
1789,lobby politician use stealth technology block scrutiny report,-1,102,11,0
1216,leak docs reveal bare knuckle expansion tactic investigation techno technology,-1,116,11,0
195,fuck elitist company prey on low and middle class while line pocket shame on politician too,-1,145,22,0
2623,leak reveal spread fuck illegal ride sharing globally via verge,-1,107,13,0
2366,and vermouth share break law dupe police and secretly lobby government leak reveal guardian thank   ,-1,304,23,0
1497,take issue and not back down at last second,-1,64,13,-1
786,report lobby use stealth teach block scrutiny,-1,84,10,0
1157,driver dumb ass bitch see bridge,-1,57,12,0
2831,file massive leak reveal top politician secretly help be news,-1,109,15,0
1410,gadget game news leak reveal spread fuck illegal ride share globally  policy teach transportation file,-1,175,21,0
2140,report lobby use stealth teach block scrutiny ya  lac independent,-1,129,16,0
1127,leak document reveal secretive relationship with top politician ,-1,112,11,0
525,bent over for funny left always play as good guy france impeach ,-1,115,19,1
1603,top story  break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,180,23,0
2229,file massive leak reveal top politician secretly help be news,-1,109,15,0
3120,top most expensive city in us for ride,-1,80,13,0
115,leak reportedly reveal battle with government taxi firm and labor law,-1,105,13,0
57,macron empanel macron secretly aid lobbying drive in france leak reveal,-1,121,15,0
2953,accord file lobbyist meet with  commission official time in three year of meeting never disclose,-1,201,26,-1
3179,love see macron involve in corruptive affair like recently leak  most annoying  politician in recent year,-1,167,25,1
178,file massive leak reveal top politician secretly help be news,-1,109,15,0
2902,handle for eat issue problem with account,-1,78,15,0
1714,break law dupe police and secretly lobby government leak reveal guardian,-1,116,15,0
1814,right need call could get there,-1,51,12,0
3044,catch make illegal move and lobbying court political powerful figurehead of world way first or last corporation need stop people corporation first mean humanity second none of go change until change,-1,277,44,0
2238,file massive leak reveal top politician secretly help,-1,98,12,0
2472,seem use as power leak memo claim in team care comment politician destroy well work public transportation system in finland open for tax evade criminal element cause severe sexual and violent crime,-1,273,43,0
226,exec text message former mama campaign manager pro sound like misogynistic colonizer ,-1,144,17,0
1309,break law dupe police and secretly lobby government leak reveal,-1,102,12,0
520,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
1933,in email executive consider risk of roe become poster child for discussion around revolve door teach crony capitalism so twitter let make poster,-1,227,31,0
2533,deliberately dodged authority ignore rule in early year leak document show csc news,-1,127,16,0
3112,after particularly bad experience with ride while back delete ape and never look back now even more happy that so,-1,146,29,0
1746,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
2266,leak file reveal that work with politician in rope disrupt taxi industry in rope not shock by because know government and corporation like bill and pillar canton work together but never see together,-1,261,44,-1
1388,con customer and worker thousand of complaint everyday,-1,71,10,0
1464,pretty clear from beginning that in try first city in canada approve yegg getting play ,-1,150,26,0
695,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
3192,deliberately dodged authority ignore rule in early year leak document show,-1,114,13,0
1054,always on alert and driver strange a,-1,52,10,0
1569,corrupt please tell something most intelligent folk know,-1,78,12,0
1992,break law dupe police and secretly lobby government leak reveal,-1,103,12,0
3097,people feel that in priority over public bus and taxi,-1,67,12,0
2430,report lobby use stealth teach block scrutiny,-1,84,10,0
2622,break law dupe police and secretly lobby government leak reveal uber guardian,-1,124,18,0
2198,lobby politician break law in global push report say,-1,115,12,0
3031,capo version not as detailed as guardian document provide vivid insider account of from use bare knuckle tactic expand rapidly around globe as become one of most use transportation company,-1,269,40,-1
186,like need another reason realize asshole,-1,55,10,-1
855,never in never order eat happy not support asshole,-1,77,14,0
729,international consortium of investigative journalist scour internal text email invoice and document deliver call unprecedented look into way defied taxi law and upended worker right,-1,265,35,0
2236,break law dupe police and build secret lobbying operation leak reveal via r ,-1,148,16,0
678,leak docs reveal dubious tactic use conquer new market,-1,92,12,0
2175,top story from break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,174,23,0
1958,maybe go for retail of course then move on,-1,64,13,0
3155,old ass driver just come complete stop on freeway entrance ramp turn a for ask for nothing cut scared multitask  sir perfect ignore ice sickle on nose just get home safely,-1,283,55,-1
2885,leverage violent attack against driver pressure politician  post government business so if one cash time and encourage bribe congress person today benjamin only,-1,260,36,0
3153,break law dupe police and build secret lobbying operation leak reveal,-1,104,13,0
1435,as for guardian headline file leak reveal global lobbying campaign wow global lobbying novel irony alert from see thus far ice barely scratch surface of massive lobbying arm of within us,-1,254,42,0
1891,top story file massive leak reveal top politician secretly help be news see,-1,155,20,0
1107,report lobby use stealth teach block scrutiny from,-1,91,11,0
3047,lobby of course via lobby group and leak weaken lobbying position make lawmaker septic for lobbying and thus kill path profitability,-1,181,29,0
3113,stink,-1,17,3,0
2194,uber criminal enterprise,-1,30,5,0
1561,break law dupe police and secretly lobby government leak reveal,-1,133,15,0
3170,bit of influential list of politician run interference for,-1,72,11,0
2026,break law dupe police and build secret lobbying operation leak reveal,-1,105,13,0
668,be news file massive leak reveal top politician secretly help,-1,111,15,0
2736,leak document reveal secret dealing with senior politician,-1,95,10,0
654,smell like pack of cigarette in,-1,53,11,0
2523,break law dupe police and secretly lobby government leak reveal amp more trend news,-1,133,18,0
2509,watch tomorrow on be panorama break law dupe police and secretly lobby government leak reveal uber guardian,-1,160,23,0
2842,bad experience use for year and today let for last time i refund for cold meal probably inevitably complain about appalling food lose customer and hope god lose many many bad than eat now,-1,278,53,-1
229,international investigation scour internal text email invoice and piece together ride share company evade regulator and taxis,-1,184,23,0
17,be news file massive leak reveal top politician secretly help be news file massive leak reveal top politician secretly help,-1,193,28,0
3164,fuck and fuck every single one of corrupt soulless kitbag,-1,98,13,0
236,leak file reveal bare knuckle expansion tactic investigation,-1,95,9,0
1191,in trouble,-1,42,4,0
2476,as push into market globally lobby political leader relax labor and taxi law and use kill switch thwart regulator and law enforcement accord new report from international consortium of investigative journalist,-1,277,40,0
448,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2034,break law dupe police and secretly lobby government leak reveal guardian,-1,116,15,0
2326,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
1549,report lobby use stealth teach block scrutiny,-1,84,10,0
1229,uber not subject flat fare cog,-1,43,9,-1
440,leak docs reveal dubious tactic use conquer new market,-1,92,12,0
1470,wish could say surprised not behavior disabled customer despicable and now not surprised stop support,-1,169,24,-1
1500,gorge share borne pal avid cameroon and try member lobby for stab brutish iconic black cab trade in back never forget and khan black cab driver,-1,221,40,0
2005,macron corruptly help accrue profit not on bingo card,-1,71,12,-1
188,report reveal sundae reveal extraordinary length undertake establish in nearly country,-1,146,18,0
1534,tell pro chill not get speed like ride,-1,55,12,-1
3020,come cambia then coo call taxi regulation most corrupt in world now see real criminal,-1,190,28,0
1019,there pipeline from tony flair institute for surprise absolutely one,-1,111,20,0
655,break law dupe police and secretly lobby government leak reveal  ice,-1,120,14,0
2517,be news file massive leak reveal top politician secretly help,-1,109,15,0
2184,know wear particularly hot outfit guy say dumb shit driver really ask if molecular physicist cut top show bit of upper boob,-1,204,40,0
2951,eat leave alone very little money in bank account,-1,96,16,0
1035,ooh last month at week long event in san  person rely on local taxi as refuse use story big part of reasoning but so exploitation of personal datum by unethical company,-1,279,52,0
189,service like doodah eats never show driver or customer real number always proxy use just for service,-1,127,21,0
2844,boss tell staff use kill switch during raid stop police see datum senior executive involve in global operation thwart law enforcement leak file reveal misguided leadership competitive malfeasance and government crime,-1,276,36,0
976,could book train ticket for two week time or could get cost literally,-1,130,23,0
305,mighty aware there moral core,-1,78,12,0
1307,accord leak document year lobby convince my macron reform law in firm favor guardian,-1,124,20,0
1396,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2821,file massive leak reveal top politician secretly help axe base on past corruption scheme,-1,153,21,0
1959,not driver old puberty rica dude amp grill shit for not able speak punish,-1,112,22,-1
770,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
664,kindly stop operation in nigeria if ready work hell wait for ride for in and still not get one get more driver subscribe platform if issue frustrating,-1,225,44,-1
2510,late holy shit confidential file reveal inside story of teach giant flout law dupe police exploit violence against driver amp secretly lobby government during aggressive global expansion,-1,269,35,0
538,break law dupe police and secretly lobby government leak reveal newspeak,-1,112,13,0
2106,file massive leak reveal top politician secretly help,-1,93,11,0
1928,cheap fucking world see,-1,65,10,0
36,more reliable than uber driver available at non peak time and price similar destination low,-1,145,23,0
3052,be news file massive leak reveal top politician secretly help macron career over france,-1,139,20,0
1291,guy think find serious breach of security in ape hard way try explain situation customer support just not give minute of time explain happen close thread without read sad,-1,258,49,-1
1472,see director of movie crack joke at movie please guy lighten cause at end of day product reflection of director,-1,160,33,0
266,but prime for think left go get more into public but guy at door dash hugging,-1,102,20,0
819,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
1056,new report find detail ride share ape aggressively push into market around world lobby political leader relax labor and taxi law use kill switch cut access server and thwart regulator and use tactic,-1,285,43,0
1608,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
1685, bay and keep see people go like so funny om so embarrassing,-1,103,20,0
915,wild that platform give trouble for year maybe luck,-1,74,14,0
1977,file leak detail political lobbying make ride share global,-1,97,11,0
3077,because come then ask if send money and now get bad guy,-1,101,22,-1
2925,problem rule not apply like taxis,-1,63,12,-1
7,here help please send dm with phone number associate with account so assist far,-1,126,24,0
2088,macron all,-1,19,4,0
870,break law dupe police and secretly lobby government leak reveal,-1,106,12,0
9,driver like make conversation with,-1,53,10,0
2284,update report lobby use stealth teach block scrutiny,-1,92,11,0
1016,leak than classified document suggest work hard lobby government for preferential treatment in country,-1,155,23,-1
309,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
1010,world apparently get top by illegal and corrupt method but good guy now so just ignore as every colonizer ever say,-1,195,33,1
357,break law dupe police and secretly lobby government leak reveal newspeak,-1,112,13,0
1545,crazy thing about wealthy elite in us that money for kind of universal healthcare in pocket and that literally healthcare for,-1,221,36,0
2874,massive leak reveal top politician secretly help,-1,86,10,0
2002,break law dupe police and secretly lobby government leak reveal,-1,101,12,0
2889,happen everyone involve get pay break law dupe police and secretly lobby government leak reveal,-1,162,22,0
1467,break law dupe police and build secret lobbying operation leak reveal ,-1,116,14,0
2753,jack refuse tell truth drink champagne spend k for coronation ticket general access sleep at star wine estate for night and there everywhere total bill k and that because go halve with friend,-1,278,53,0
2770,outrageous illegal length go protect business model ,-1,117,14,0
3511,headline break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,21,0
1212,lobby relax labor taxi law use stealth teach block scrutiny report say,-1,115,16,0
3542,not like,-1,19,4,-1
644, i spread message compile list of than stakeholder from sit and former public official think tank and citizen group intend influence in country document show i,-1,276,42,0
1254,file leak document reveal lobby world political elite expand controversial business model,-1,154,20,0
2479,leak reveal spread fuck illegal ride sharing globally,-1,96,11,0
792,deliberately dodged authority ignore rule in early year leak document show csc news,-1,125,16,0
1090,everyone say sort of variation of as if trump card plenty virtually nothing if think wealthy of congress good interest at heart sorry say not,-1,241,46,0
3502,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
1137, fascinating thread on,-1,49,6,0
1975, say past behavior not in line with present value and different company today yeah,-1,152,22,-1
1770,be news file massive leak reveal top politician secretly help,-1,109,15,0
308,dawn not really at fault party in opinion but if there would most certainly uber not say multimillion dollar company take thing into account,-1,200,35,-1
1899,teach news people top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,186,25,0
2945,needle roe already lobby for shortly after departure as  commissioner now,-1,121,16,0
1860, already in discussion with before end of term,-1,67,11,0
90,new good story on hacker news break law dupe police and build lobbying operation leak reveal,-1,128,18,1
35,odd get like of black vote despite fascist say racist,-1,86,17,0
198,file say company cut tax bill by million of dollar by send profit through bermudas and tax then seek deflect attention from tax liability by help authority collect taxis from driver,-1,269,41,0
988,report lobby use stealth teach block scrutiny,-1,84,10,0
1430,and train station cost much mum take on way airport with sister so unless u wan a pay i for come u then,-1,215,45,0
2853,really need know fuck find dumb ass work for call for support take india or philippines and guy or gal not speak proper english take minute get something,-1,256,52,-1
112,top story break law dupe police and secretly lobby government leak reveal uber guardian see more,-1,169,22,0
2221,watch inside global lobbying machine via ,-1,82,9,0
1990,leak document reveal ethically dubious and potentially illegal tactic citizen,-1,142,15,0
1815,report lobby use stealth teach block scrutiny,-1,85,10,0
2958,break law dupe police and secretly lobby government leak reveal at,-1,104,13,0
